district_name,vilname,schcd,schname,schmgt_desc,schmgt,schcat,rururb,schcat_desc,rururb,schtype,pincd,disthq,distcrc,estdyear,lowclass,highclass,ppsec_yn,ppstudent,ppteacher,workdays,schres_yn,resitype,schshi_yn,noinspect,visitscrc,visitsbrc,conti_r,conti_e,tlm_r,tlm_e,funds_e,funds_r,osrc_e,osrc_r,tchsan,tchpos,parapos,ntpos,medinstr1,medinstr2,medinstr3,medinstr4,supvar1,supvar2,supvar3,supvar4,supvar5,schmntcgrant_r,schmntcgrant_e,tle_r,tle_e,postaladdr,stdcode1,phone1,mobile1,stdcode2,phone2,mobile2,email,website,parasanct_ele,tchsanct_sec,tchposn_sec,parasanct_sec,paraposn_sec,tchsanct_hsec,tchposn_hsec,parasanct_hsec,paraposn_hsec,tchregu_upr,tchpara_upr,tchpart_upr,tchsanct_pr,parasanct_pr,ntsanct_sec,ntposn_sec,ntsanct_hsec,ntposn_hsec,anganwadi_yn,anganwadi_stu,anganwadi_tch,latdeg,latmin,latsec,londeg,lonmin,lonsec,approachbyroad,yearrecog,yearupgrd,cwsnsch_yn,visitsrtcwsn,distp,distu,dists,disth,meds1,meds2,meds3,meds4,medh1,medh2,medh3,medh4,boardsec,boardhsec,yearrecogs,yearrecogh,yearupgrds,yearupgrdh,schresupr_yn,schressec_yn,schreshsec_yn,cpp_b,cpp_g,c1_b,c1_g,c2_b,c2_g,c3_b,c3_g,c4_b,c4_g,c5_b,c5_g,c6_b,c6_g,c7_b,c7_g,c8_b,c8_g,c9_b,c9_g,c10_b,c10_g,c11_b,c11_g,c12_b,c12_g,tch_m,tch_f,tch_t,tchpri,tchupr,tchsec,tchhsec,tchnr_clstaught,tchcwsntrnd,tchdisable,tchregu,tchcont,tchpart
MAMIT,ZAMUANG,15010103207,GOVT. ZAMUANG HIGH SCHOOL,Department of Education,1,8,1,Secondary Only,Rural,3,796471,,,1987,9,10,9,,,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,98,98,98,,,,,,0,0,0,0,,,,8575178913,,,9862809217,,,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,24,5,57,92,23,51,1,0,0,2,0,0,0,0,0,,,,,,,,,2,5,1989,,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,9,16,0,0,0,0,6,0,6,0,0,6,0,0,0,6,4,2,0
MAMIT,ZAMUANG,15010103208,ST IGNATIUS ENGLISH SCHOOL ZAMUANG (Pvt.),Pvt. Unaided,5,2,1,Primary with Upper Primary,Rural,3,796471,0,0,2004,1,8,1,12,1,0,2,5,2,0,15,2,0,0,0,0,0,0,0,0,0,0,4,0,19,98,98,98,,,,,,0,0,0,0,,,,8014177120,,,,,,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,24,10,15,92,2,39,1,2004,2004,2,0,0,0,0,0,,,,,,,,,0,0,,,,,2,0,0,5,7,1,5,2,3,2,3,1,2,2,1,3,2,4,0,0,2,0,0,0,0,0,0,0,0,3,5,8,4,4,0,0,0,0,8,0,8,0
MAMIT,MAMIT HMARVENG,15010103301,GOVT. MAMIT P/S-V,Department of Education,1,1,2,Primary,Urban,3,796441,0,0,1989,1,4,1,36,0,0,2,5,2,1,7,1,5000,5000,0,0,0,0,0,0,0,4,4,0,19,98,98,98,,,,,,7500,7500,0,0,,,,9862753463,,,9862957342,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,23,94,29,92,49,0,1,1990,0,2,0,0,0,0,0,,,,,,,,,5,5,,,,,9,0,0,15,21,6,5,2,10,6,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8,8,0,0,0,0,0,8,4,4,0
MAMIT,MAMIT HMARVENG,15010103302,GOVT. MAMIT M/S-III,Department of Education,1,4,2,Upper Primary only,Urban,3,796441,0,0,1993,5,8,2,0,0,0,2,5,2,1,6,1,7000,7000,0,0,0,0,0,0,0,0,0,0,25,98,98,98,,,,,,7500,7500,0,0,,,,9862819292,,,9862228196,,,0,0,0,0,0,0,0,0,0,7,3,2,0,0,0,0,0,0,2,0,0,23,94,32,92,49,13,1,1993,0,2,0,0,0,0,0,,,,,,,,,5,5,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,6,3,7,8,6,0,0,0,0,0,0,0,0,8,4,12,0,12,0,0,0,0,12,7,3,2
MAMIT,MAMIT HMARVENG,15010103303,VAWNGAWNZO UPS (SSA),SSA                                                                        ,10,4,1,Upper Primary only,Rural,3,796441,17,17,2006,5,8,2,0,0,0,2,5,2,1,8,2,7000,7000,0,0,0,0,0,0,0,0,0,0,25,98,98,98,,,,,,7500,7500,0,0,,,,9862928718,,,9862967005,,,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,2,0,0,23,91,35,92,42,63,1,2006,0,2,0,0,0,10,0,,,,,,,,,5,5,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,4,1,1,3,1,0,0,0,0,0,0,0,0,4,3,7,0,7,0,0,0,0,7,0,5,2
MAMIT,MAMIT HMARVENG,15010103305,VAWNGAWNZO P/S (SSA),SSA                                                                        ,10,1,1,Primary,Rural,3,796441,17,17,2003,1,4,2,0,0,0,2,5,2,0,6,1,5000,5000,0,0,0,0,0,0,0,0,2,0,25,98,98,98,,,,,,7500,7500,0,0,,,,8974306296,,,9612700319,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,24,4,22,92,50,82,1,2003,2006,2,0,0,0,15,0,,,,,,,,,5,5,,,,,9,0,0,0,0,20,19,12,3,8,6,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,2,0,2,0
MAMIT,MAMIT HMARVENG,15010103306,CHILUI UPS (SSA),SSA                                                                        ,10,4,1,Upper Primary only,Rural,3,796441,30,30,2008,5,8,2,0,0,0,2,5,2,1,5,1,7000,7000,0,0,0,0,0,0,0,0,0,0,25,98,98,98,,,,,,7500,7500,0,0,,,,9612296230,,,8731059981,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,23,99,74,92,47,24,1,2008,2008,2,0,0,0,0,0,,,,,,,,,5,5,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,2,0,1,1
MAMIT,MAMIT HMARVENG,15010103307,GOVT. TLANGKHANG P/S,Department of Education,1,1,1,Primary,Rural,3,796441,20,20,1986,1,3,2,0,0,0,2,5,2,1,5,1,5000,5000,0,0,0,0,0,0,0,0,2,0,25,98,98,98,,,,,,7500,7500,0,0,,,,9612216075,,,8974809283,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,24,4,52,92,55,51,1,1986,0,2,0,0,15,15,0,,,,,,,,,5,5,,,,,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,2,0,2,0
MAMIT,MAMIT HMARVENG,15010103308,CHILUI P/S (SSA),SSA                                                                        ,10,1,1,Primary,Rural,3,796441,30,30,2003,1,4,2,0,0,0,2,5,2,1,4,1,5000,5000,0,0,0,0,0,0,0,0,3,0,25,98,98,98,,,,,,7500,7500,0,0,,,,9862563282,,,9863913353,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,23,99,75,92,47,23,1,2003,2006,2,0,0,0,0,0,,,,,,,,,5,5,,,,,9,0,0,0,0,5,2,1,3,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,3,0,3,0
MAMIT,MAMIT HMARVENG,15010103309,DAMDIAI UPS (SSA),SSA                                                                        ,10,4,1,Upper Primary only,Rural,3,796081,23,23,2009,5,8,2,0,0,0,2,5,2,1,7,2,7000,7000,0,0,0,0,0,0,0,0,0,0,25,98,98,98,,,,,,7500,7500,0,0,,,,9862215844,,,8414010231,,,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,24,8,45,92,50,76,1,2009,2009,2,0,0,0,6,0,,,,,,,,,5,5,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,3,2,1,0,0,0,0,0,0,0,0,0,0,2,2,4,0,4,0,0,0,0,4,0,3,1
MAMIT,MAMIT HMARVENG,15010103310,DAMDIAI P/S (SSA),SSA                                                                        ,10,1,1,Primary,Rural,3,796081,23,23,2006,1,4,2,0,0,0,2,5,2,0,7,2,5000,5000,0,0,0,0,0,0,0,0,2,0,25,98,98,98,,,,,,7500,7500,0,0,,,,96127382332,,,8014552951,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,24,8,49,92,50,71,1,2006,2008,2,0,0,0,10,0,,,,,,,,,5,5,,,,,9,0,0,0,0,18,20,8,16,10,8,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,2,0,2,0
MAMIT,MAMIT HMARVENG,15010103311,MAMIT HIGH SCHOOL-II (ADHOC AIDED),ADHOC AIDED                                                                ,18,8,2,Secondary Only,Urban,3,796441,,,1993,9,10,9,,,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,98,98,98,,,,,,0,0,0,0,,,,9862753450,,,9862656866,,,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,23,55,59,92,29,22,1,0,0,2,0,0,0,0,0,,,,,,,,,2,5,1993,,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,16,17,0,0,0,0,5,3,8,0,0,8,0,0,0,8,0,8,0
MAMIT,MAMIT HMARVENG,15010103312,JOWAHAR NAVODAYA VIDYALAYA SCHOOL (Central),Central Govt.,7,4,1,Upper Primary only,Rural,3,796441,0,0,2008,5,8,9,0,0,0,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,98,98,98,,,,,,0,0,0,0,,0389,2565714,8413932920,,,,,,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,9,0,0,,,,,,,1,2008,2008,2,0,0,0,0,0,,,,,,,,,0,0,2011,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,11,12,20,6,0,0,0,0,0,0,0,0,5,1,6,0,6,0,0,0,0,6,5,1,0
MAMIT,MAMIT HMARVENG,15010103313,JOWAHAR NAVODAYA VIDYALAYA SCHOOL,Central Govt.,7,8,2,Secondary Only,Urban,3,796441,0,0,2008,9,10,2,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,98,98,98,,,,,,0,0,0,0,,0389,2565714,8413932920,,,,,,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,1,2008,2008,2,0,0,0,0,0,,,,,,,,,1,0,2011,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,15,20,0,0,0,0,4,2,6,0,0,6,0,0,0,6,2,4,0
MAMIT,HMUNTHATLANG,15010103801,HMUNTHATLANG P/S (SSA),SSA                                                                        ,10,1,1,Primary,Rural,3,796441,18,10,2004,1,4,2,0,0,0,2,5,2,1,12,2,5000,5000,0,0,0,0,0,0,0,0,2,0,25,98,98,98,,,,,,7500,7500,0,0,,,,9862270935,,,845061747,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,24,7,91,92,38,96,1,2004,0,2,0,0,0,0,0,,,,,,,,,5,5,,,,,9,0,0,0,0,16,14,9,2,5,6,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,2,0,2,0
MAMIT,HMUNTHATLANG,15010103802,HMUNTHATLANG UPS (SSA),SSA                                                                        ,10,4,1,Upper Primary only,Rural,3,796441,18,10,2008,5,8,2,0,0,0,2,5,2,0,10,2,7000,7000,0,0,0,0,0,0,0,0,0,0,25,98,98,98,,,,,,7500,7500,0,0,,,,9862873170,,,9612641062,,,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,24,7,90,92,38,97,1,2008,0,2,0,0,0,0,0,,,,,,,,,5,5,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,5,4,3,3,4,0,0,0,0,0,0,0,0,5,1,6,0,6,0,0,0,0,6,0,6,0
MAMIT,MAMIT CHHIM VENG,15010104301,GOVT. MAMIT P/S II ,Department of Education,1,1,2,Primary,Urban,3,796441,0,0,1969,1,4,2,0,0,0,2,5,2,0,10,2,5000,5000,0,0,0,0,0,0,0,1,4,0,25,98,98,98,,,,,,7500,7500,0,0,,,,8118909329,,,961292885,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,23,91,96,92,49,19,1,1970,0,2,0,0,0,0,0,,,,,,,,,5,5,,,,,9,0,0,0,0,6,3,5,2,3,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,5,0,0,0,0,0,5,1,4,0
MAMIT,MAMIT CHHIM VENG,15010104302,GOVT. MAMIT M/S II,Department of Education,1,4,2,Upper Primary only,Urban,3,796441,0,0,1976,5,8,2,0,0,0,2,5,2,1,10,2,7000,7000,0,0,0,0,0,0,0,0,0,0,25,98,98,98,,,,,,7500,7500,0,0,,,,9612331834,,,9612123506,,,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,2,0,0,23,91,87,92,49,12,1,1976,0,2,0,0,0,0,0,,,,,,,,,5,5,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,20,6,18,14,6,11,18,15,0,0,0,0,0,0,0,0,5,7,12,0,12,0,0,0,0,12,6,4,2
MAMIT,MAMIT CHHIM VENG,15010104303,HMUNSAM PUBLIC P/S (SSA),SSA                                                                        ,10,1,2,Primary,Urban,3,796441,0,0,2004,1,4,1,47,2,0,2,5,2,1,10,2,5000,5000,0,0,0,0,0,0,0,0,7,0,19,98,98,98,,,,,,7500,7500,0,0,,,,9612331834,,,9436384544,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,23,92,37,92,49,9,1,2004,0,2,0,0,0,0,0,,,,,,,,,5,5,,,,,9,0,0,20,27,11,9,16,13,10,19,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,7,0,0,0,0,0,7,0,7,0
MAMIT,MAMIT CHHIM VENG,15010104304,HMUNSAM PUBLIC UPS (SSA),SSA                                                                        ,10,4,2,Upper Primary only,Urban,3,796441,0,0,2004,5,8,2,0,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,98,98,98,,,,,,0,0,0,0,,,,9612331834,,,,,,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,2,0,0,23,92,37,92,49,9,1,2004,0,2,0,0,0,0,0,,,,,,,,,5,5,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,14,12,3,11,8,11,6,8,0,0,0,0,0,0,0,0,2,5,7,0,7,0,0,0,0,7,0,5,2
MAMIT,MAMIT CHHIM VENG,15010104305,GOVT. MAMIT HIGHER SECONDARY SCHOOL,Department of Education,1,11,2,Higher Secondary only/Jr. College,Urban,3,796441,,,2002,11,12,2,,,0,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,98,98,98,,,,,,0,0,0,0,,,,9436143649,,,8729984822,,,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,2,0,0,23,53,46,92,29,55,1,0,0,2,0,0,0,0,0,,,,,,,,,5,2,0,2002,0,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,28,16,31,6,7,13,0,0,0,13,0,0,13,0,13,0
MAMIT,MAMIT CHHIM VENG,15010104306,GOVT. MAMIT HIGH SCHOOL,Department of Education,1,8,2,Secondary Only,Urban,3,796441,,,1969,9,10,9,,,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,98,98,98,,,,,,0,0,0,0,,,,9862957505,,,9863094430,,,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,23,55,9,92,29,32,1,0,0,2,0,0,0,0,0,,,,,,,,,2,5,1969,,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,23,29,17,0,0,0,0,8,2,10,0,0,10,0,0,0,10,4,6,0
MAMIT,MAMIT CHHIM VENG,15010104307,NEW DIAMOND ENGLISH MEDIUM SCHOOL,Pvt. Unaided,5,8,2,Secondary Only,Urban,3,796441,0,0,2013,9,10,9,0,0,0,9,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,98,98,98,,,,,,0,0,0,0,,,,9862034124,,,,,,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,,,,,,,1,2014,,2,0,0,0,0,0,,,,,,,,,2,0,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,7,4,0,0,0,0,2,2,4,0,0,4,0,0,0,4,0,4,0
MAMIT,SIHTHIANG,15010105501,SIHTHIANG UPS (SSA),SSA                                                                        ,10,4,1,Upper Primary only,Rural,3,796445,32,24,2009,5,8,2,0,0,0,2,5,2,0,10,2,7000,7000,0,0,0,0,0,0,0,0,0,0,25,98,98,98,,,,,,7500,7500,0,0,,,,8974670486,,,9612855542,,,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,2,0,0,24,5,36,92,44,65,1,2009,0,2,0,0,0,20,0,,,,,,,,,5,5,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,12,5,12,11,7,8,7,8,0,0,0,0,0,0,0,0,5,1,6,0,6,0,0,0,0,6,0,4,2
MAMIT,SIHTHIANG,15010105502,SYNOD HOME MISSION SCHOOL SIHTHIANG (Pvt.),Church                                                                     ,12,1,1,Primary,Rural,3,796443,0,0,1958,1,5,2,0,0,0,2,5,2,0,12,2,0,0,0,0,0,0,0,0,0,0,7,0,25,98,98,98,,,,,,0,0,0,0,,,,9856294666,,,9862477791,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,24,5,19,92,44,98,1,1960,,2,0,0,0,0,0,,,,,,,,,0,0,,,,,9,0,0,0,0,13,14,12,14,12,10,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,7,0,0,0,0,0,7,0,7,0
MAMIT,SIHTHIANG,15010105503,SIHTHIANG P/S (SSA),SSA                                                                        ,10,1,1,Primary,Rural,3,796445,0,0,2012,1,5,2,0,0,0,2,5,2,1,10,2,5000,5000,0,0,0,0,0,0,0,0,2,0,25,98,98,98,,,,,,7500,7500,0,0,,,,9612837469,,,8794270337,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,24,5,36,92,44,65,1,2012,,2,0,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,15,12,9,7,11,3,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,2,0,2,0
MAMIT,KOLALIAN,15010105601,"RAJIV GANDHI MEMORIAL SCHOOL P/S, KOLALIAN (SSA)",SSA                                                                        ,10,1,1,Primary,Rural,3,796471,75,45,2010,1,4,2,0,0,0,2,5,2,0,15,3,0,0,0,0,0,0,0,0,0,0,1,0,25,98,98,98,,,,,,0,0,0,0,,,,8119964741,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,24,4,24,92,42,7,1,2010,0,2,0,0,0,0,0,,,,,,,,,5,5,,,,,9,0,0,0,0,19,8,10,10,9,12,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0
MAMIT,KOLALIAN,15010105602,"RAJIV GANDHI MEMORIAL SCHOOL M/S, KOLALIAN (SSA)",SSA                                                                        ,10,4,1,Upper Primary only,Rural,3,796471,75,45,2010,5,8,2,0,0,0,2,5,2,0,15,3,7000,7000,0,0,0,0,0,0,0,0,0,0,19,98,98,98,,,,,,0,0,0,0,,,,8414961213,,,8974570580,,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,24,24,65,92,42,12,1,2010,0,2,0,0,0,0,0,,,,,,,,,5,5,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,16,4,5,1,4,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,3,0,3,0
MAMIT,KOLALIAN,15010105603,"PRESBYTERIAN PRIMARY SCHOOL, KOLALIAN (Pvt.)",Church                                                                     ,12,1,1,Primary,Rural,3,796471,0,0,2015,1,4,2,0,0,0,2,9,2,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,19,98,98,98,,,,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,,,,,,,1,2015,,2,0,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,4,6,1,6,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,2,0,2,0
MAMIT,BAZIRUNGPA,15010105701,BAZIRUNGPA UPS (SSA),SSA                                                                        ,10,4,1,Upper Primary only,Rural,3,796471,0,0,2014,5,8,9,0,0,0,9,9,2,1,10,2,7000,7000,0,0,0,0,0,0,0,0,0,0,25,98,98,98,,,,,,7500,7500,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,,,,,,,1,2014,,2,0,0,0,0,0,,,,,,,,,0,0,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,0,0,0,0,3,0,3,0
MAMIT,BAZIRUNGPA,15010105702,BAZIRUNG P/S (SSA),SSA                                                                        ,10,1,2,Primary,Urban,3,796471,0,0,2012,1,4,2,0,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,25,98,98,98,,,,,,0,0,0,0,,,,8730978445,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,24,23,86,92,37,90,1,2012,,2,0,0,0,0,0,,,,,,,,,0,0,,,,,9,0,0,0,0,14,16,9,7,5,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,2,0,2,0
MAMIT,HNAHVA,15010200102,HNAHVA UPS (SSA),SSA                                                                        ,10,4,1,Upper Primary only,Rural,3,796431,75,10,2006,5,8,2,0,0,0,2,9,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,2,19,98,98,98,,,,,,0,0,0,0,,,,9615953057,,,9615269964,,,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,23,35,75,92,39,75,1,2006,0,2,0,0,0,9,0,,,,,,,,,5,5,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,24,6,12,10,12,4,5,2,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,0,0,5,0,4,1
MAMIT,HNAHVA,15010200103,GOVT. HNAHVA P/S,Department of Education,1,1,1,Primary,Rural,3,796431,69,9,1990,1,4,2,0,0,0,2,9,2,1,3,5,0,0,0,0,0,0,0,0,0,1,1,0,19,98,98,98,,,,,,0,0,0,0,,,,8014019243,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,23,35,72,92,39,46,1,1990,0,2,0,0,1,0,0,,,,,,,,,5,5,,,,,9,0,0,0,0,10,6,16,6,19,8,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,2,1,1,0
MAMIT,HNAHVA,15010200105,LOKHISURI DOR P/S (SSA),SSA                                                                        ,10,1,1,Primary,Rural,3,796431,68,9,2006,1,4,2,0,0,0,2,9,2,1,6,6,0,0,0,0,0,0,0,0,0,0,2,2,19,98,98,98,,,,,,0,0,0,0,,,,9856260548,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,23,35,84,92,39,80,1,2006,0,2,0,0,2,0,0,,,,,,,,,5,5,,,,,9,0,0,0,0,14,14,4,3,5,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,2,0,2,0
MAMIT,HNAHVA,15010200107,DHANPARA P/S (SSA),SSA                                                                        ,10,1,1,Primary,Rural,3,796431,72,7,2003,1,4,2,0,0,0,2,9,2,1,8,3,0,0,0,0,0,0,0,0,0,0,2,0,19,98,98,98,,,,,,0,0,0,0,,,,9862182820,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,23,73,90,92,30,47,1,2003,0,2,0,0,1,4,0,,,,,,,,,5,5,,,,,9,0,0,0,0,4,7,8,12,9,5,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,2,0,2,0
MAMIT,SILSURY,15010200202,GOVT. SILSURY P/S,Department of Education,1,1,1,Primary,Rural,3,796431,81,13,1976,1,4,2,0,0,0,2,9,2,1,5,4,0,0,0,0,0,0,0,0,0,3,0,0,19,98,98,98,,,,,,0,0,0,0,,,,8014345240,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,23,38,18,92,36,69,1,1976,0,2,0,0,1,0,0,,,,,,,,,5,5,,,,,9,0,0,0,0,35,24,39,27,41,37,35,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,3,3,0,0
MAMIT,SILSURY,15010200206,UGUDUASURY P/S (SSA),SSA                                                                        ,10,1,1,Primary,Rural,3,796431,81,21,2005,1,4,2,0,0,0,2,9,2,1,7,5,0,0,0,0,0,0,0,0,0,0,2,0,19,98,98,98,,,,,,0,0,0,0,,,,9856569679,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,23,39,26,92,36,11,1,2005,0,2,0,0,2,0,0,,,,,,,,,5,5,,,,,9,0,0,0,0,4,5,4,5,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,2,0,2,0
MAMIT,SILSURY,15010200207,GOVT. SILSURY M/S,Department of Education,1,4,1,Upper Primary only,Rural,3,796431,81,21,1989,5,8,2,0,0,0,2,9,2,2,6,6,0,0,0,0,0,0,0,0,0,0,0,1,19,98,98,98,,,,,,0,0,0,0,,,,9856975625,,,,,,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,2,0,0,23,38,35,92,36,56,1,1990,0,2,0,0,0,21,0,,,,,,,,,5,5,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,49,46,49,23,36,18,19,18,0,0,0,0,0,0,0,0,7,0,7,0,7,0,0,0,0,7,3,3,1
